case_id,grid,shape,spacing,anisotropy,rho_target,rho_in,rho_eff,r_in,stencil_m,n_directions,n_orbits,apriori_bound,n_voxels,area_true,area_v3,area_rel_err,area_E0,area_E0_rel_err,volume_true,volume_est,volume_rel_err,sphericity_true,sphericity_v3,sphericity_rel_err
confirm2-0017-cylinder-rho6.5-sp1.2x1x1-rot1,confirm2,cylinder,1.2x1x1,1.2,6.5,6.236095644623235,7.681554855398105,7.483314773547883,2,49,12,0.027693390064887635,2734,1223.2607810841791,1165.7863673458833,-0.04698459611151451,1317.8893899403442,0.0773576741112354,3279.867969281956,3280.7999999999997,0.0002841671453768235,0.8727087161424516,0.9159075864336763,0.049499758043179076
confirm2-0018-box-rho6.5-sp1.2x1x1-rot0,confirm2,box,1.2x1x1,1.2,6.5,6.666666666666667,8.778150461215848,8.0,2,49,12,0.02644713638556046,4080,1864.1376,1613.7848863500337,-0.13429948178179885,1674.6044559166703,-0.10167336578765951,5428.87488,4896.0,-0.0981556753063354,0.8013324191666678,0.8640378218172778,0.07825142369232929
confirm2-0019-box-rho6.5-sp1.2x1x1-rot1,confirm2,box,1.2x1x1,1.2,6.5,6.584915421712804,9.083665541378924,7.901898506055364,2,49,12,0.026665091064904677,4521,1864.1376,1739.1695433227048,-0.06703800013330308,1935.6921462824125,0.03838479856981181,5428.87488,5425.2,-0.0006769137401819725,0.8013324191666678,0.8585245235293936,0.07137125991009041
confirm2-0020-capsule-rho6.5-sp1.2x1x1-rot0,confirm2,capsule,1.2x1x1,1.2,6.5,6.3464775882199245,10.58865644113722,7.615773105863909,2,49,12,0.027349595946452553,7161,2484.748461577239,2459.9281541332202,-0.00998906240523989,2636.580648841128,0.061105657015885884,8696.619615520338,8593.199999999999,-0.011891932738528954,0.8230672927423686,0.8247677064560187,0.0020659473759241376
confirm2-0021-capsule-rho6.5-sp1.2x1x1-rot1,confirm2,capsule,1.2x1x1,1.2,6.5,6.508541396588878,10.633320348685807,7.810249675906654,2,49,12,0.026876174537459982,7252,2484.748461577239,2471.589897735964,-0.0052957327652082276,2684.0341241250667,0.08020355606592355,8696.619615520338,8702.4,0.0006646702667489901,0.8230672927423686,0.8278158561430173,0.005769350140043983
confirm2-0022-torus-rho6.5-sp1.2x1x1-rot0,confirm2,torus,1.2x1x1,1.2,6.5,6.457123542603505,15.009935592154443,7.748548251124206,2,49,12,0.02702252199500332,20398,6244.8540103276755,6220.131314244184,-0.003958890959277039,6806.3991481928415,0.08992125947804208,24354.930640277933,24477.6,0.005036736155560995,0.6506584872679024,0.6554362547357581,0.0073429726367166825
confirm2-0023-torus-rho6.5-sp1.2x1x1-rot1,confirm2,torus,1.2x1x1,1.2,6.5,6.508541396588878,14.990533052130761,7.810249675906654,2,49,12,0.026876174537459982,20319,6244.8540103276755,6214.697387689815,-0.004829035648869939,6853.221493967501,0.09741900813593296,24354.930640277933,24382.8,0.0011443005169546883,0.6506584872679024,0.6543144664302473,0.005618891067872278
confirm2-0024-sphere-rho7.5-sp1.2x1x1-offset0,confirm2,sphere,1.2x1x1,1.2,7.5,6.871842709362768,7.503250412082232,8.246211251235321,2,49,12,0.025933973105837508,2548,1017.8760197630929,1010.4115310538803,-0.007333396763733568,1102.4004758344686,0.08304003083897027,3053.6280592892786,3057.6,0.0013007283904922229,0.9999999999999996,1.0082609419090558,0.00826094190905624
confirm2-0025-sphere-rho7.5-sp1.2x1x1-offset1,confirm2,sphere,1.2x1x1,1.2,7.5,7.071067811865475,7.498339263662412,8.48528137423857,2,49,12,0.025477827968305996,2543,1017.8760197630929,1010.2782204223003,-0.007464366183379645,1103.3343487564089,0.08395750301024485,3053.6280592892786,3051.6,-0.0006641474501484224,0.9999999999999996,1.0070743577889865,0.007074357788986907
confirm2-0026-ellipsoid-rho7.5-sp1.2x1x1-rot0,confirm2,ellipsoid,1.2x1x1,1.2,7.5,7.5,11.378928265966161,9.0,3,145,29,0.023736944350968445,8887,2603.1579622013555,2585.6092590974217,-0.006741313189113529,2807.7190790313757,0.07858190697618417,10687.698207512474,10664.4,-0.0021799088129282884,0.9013768296955863,0.9061752180592905,0.005323398833454229
confirm2-0027-ellipsoid-rho7.5-sp1.2x1x1-rot1,confirm2,ellipsoid,1.2x1x1,1.2,7.5,7.681145747868609,11.383194671174886,9.21737489744233,3,145,29,0.023026200049311416,8897,2603.1579622013555,2581.286787723872,-0.008401785368025938,2814.6734855230216,0.08125343386491934,10687.698207512474,10676.4,-0.001057122618276507,0.9013768296955863,0.9083734324451018,0.007762128467267537
confirm2-0028-cylinder-rho7.5-sp1.2x1x1-rot0,confirm2,cylinder,1.2x1x1,1.2,7.5,7.4535599249993,8.957345653854947,8.94427190999916,3,145,29,0.023927553050049188,4335,1628.6016316209489,1559.826798985783,-0.04222937721529496,1691.4678376114562,0.0386013404198402,5038.48629782731,5202.0,0.03245294171846802,0.8727087161424514,0.9307962940641223,0.0665600982862069
confirm2-0029-cylinder-rho7.5-sp1.2x1x1-rot1,confirm2,cylinder,1.2x1x1,1.2,7.5,7.357913351548038,8.864787215773587,8.829496021857645,3,145,29,0.024331557429681093,4202,1628.6016316209489,1534.0829748873803,-0.0580366953454996,1744.3834752430805,0.07109279603686369,5038.48629782731,5042.4,0.0007767614996545547,0.8727087161424514,0.9269581709775193,0.062162155403765684
confirm2-0030-box-rho7.5-sp1.2x1x1-rot0,confirm2,box,1.2x1x1,1.2,7.5,7.5,10.428015469997234,9.0,3,145,29,0.023736944350968445,6840,2481.84,2236.8870821731575,-0.09869811020325348,2376.7313927879322,-0.042351081138215174,8339.76,8208.0,-0.01579901579901577,0.8013324191666675,0.8796939965641267,0.09778910165515331
confirm2-0031-box-rho7.5-sp1.2x1x1-rot1,confirm2,box,1.2x1x1,1.2,7.5,7.681145747868609,10.485629984346987,9.21737489744233,3,145,29,0.023026200049311416,6954,2481.84,2282.493460486661,-0.08032207536075608,2602.1452623146884,0.04847422167210147,8339.76,8344.8,0.0006043339376671231,0.8013324191666675,0.8716695415111435,0.08777521121337117
confirm2-0032-capsule-rho7.5-sp1.2x1x1-rot0,confirm2,capsule,1.2x1x1,1.2,7.5,7.120003121097942,12.269062057433933,8.54400374531753,2,49,12,0.0253716023883329,11140,3308.0970642300517,3298.2611824281694,-0.0029732748498332295,3545.7931798902255,0.071852823857663,13359.622759390593,13368.0,0.0006270566737012206,0.8230672927423685,0.8258668591810777,0.003401382199724523
confirm2-0033-capsule-rho7.5-sp1.2x1x1-rot1,confirm2,capsule,1.2x1x1,1.2,7.5,7.5,12.261347743498366,9.0,3,145,29,0.023736944350968445,11119,3308.0970642300517,3280.776886162357,-0.008258578130340699,3566.123662016742,0.0779984966513505,13359.622759390593,13342.8,-0.0012592241333139187,0.8230672927423685,0.829224411441399,0.007480699030714355
confirm2-0034-torus-rho7.5-sp1.2x1x1-rot0,confirm2,torus,1.2x1x1,1.2,7.5,7.304869000270375,17.29459688851826,8.76584280032445,3,145,29,0.024562485411016247,31202,8314.154747477676,8275.954162611375,-0.00459464443789559,9066.966334229593,0.09054577520105744,37413.69636364954,37442.4,0.0007671959506878601,0.6506584872679025,0.6539961127028674,0.005129611770653186
confirm2-0035-torus-rho7.5-sp1.2x1x1-rot1,confirm2,torus,1.2x1x1,1.2,7.5,7.49258893099634,17.29090090890269,8.991106717195608,3,145,29,0.023767124847606663,31182,8314.154747477676,8266.508359940313,-0.00573075543870738,9108.009208037689,0.0954822810822531,37413.69636364954,37418.4,0.00012571963766272454,0.6506584872679025,0.6544635906061165,0.005848080694669022
confirm2-0036-sphere-rho8.5-sp1.2x1x1-offset0,confirm2,sphere,1.2x1x1,1.2,8.5,7.986099033807292,8.496698494059938,9.58331884056875,3,145,29,0.021937120049543957,3700,1307.405198717928,1292.0321130976292,-0.011758470622094785,1415.6922708038815,0.08282594576810798,4445.177675640955,4440.0,-0.0011647848564813046,0.9999999999999997,1.0111124621186245,0.011112462118624933
confirm2-0037-sphere-rho8.5-sp1.2x1x1-offset1,confirm2,sphere,1.2x1x1,1.2,8.5,8.333333333333334,8.496698494059938,10.0,3,145,29,0.020839692124941068,3700,1307.405198717928,1292.6794335692916,-0.011263352144443628,1423.9906557820452,0.08917316313140233,4445.177675640955,4440.0,-0.0011647848564813046,0.9999999999999997,1.0106061387573289,0.010606138757329298
confirm2-0038-ellipsoid-rho8.5-sp1.2x1x1-rot0,confirm2,ellipsoid,1.2x1x1,1.2,8.5,8.333333333333334,12.903810207421492,10.0,3,145,29,0.020839692124941068,12960,3343.6117825608517,3327.75946990043,-0.0047410745299745205,3613.049484735009,0.08058283069208372,15558.121864743343,15552.0,-0.00039348353204615716,0.9013768296955863,0.9054330886490135,0.0045000701369226626
confirm2-0039-ellipsoid-rho8.5-sp1.2x1x1-rot1,confirm2,ellipsoid,1.2x1x1,1.2,8.5,8.488554385497896,12.901818571302899,10.186265262597475,3,145,29,0.020392107040962403,12954,3343.6117825608517,3324.9196738624746,-0.005590394433907853,3617.785173425953,0.08199916996796608,15558.121864743343,15544.8,-0.0008562643267072678,0.9013768296955863,0.90592669926424,0.0050476886234032126
confirm2-0040-cylinder-rho8.5-sp1.2x1x1-rot0,confirm2,cylinder,1.2x1x1,1.2,8.5,8.207381501496753,9.908616073797806,9.848857801796104,3,145,29,0.021221695538356507,5868,2091.8483179486852,1915.5391409502306,-0.08428392034244025,2060.6980472271166,-0.014891266471995124,7334.543164807576,7041.599999999999,-0.039940205984903,0.8727087161424515,0.9274859258245294,0.06276688735756442
confirm2-0041-cylinder-rho8.5-sp1.2x1x1-rot1,confirm2,cylinder,1.2x1x1,1.2,8.5,8.491826135237998,10.042997847594329,10.190191362285598,3,145,29,0.02038293611752908,6110,2091.8483179486852,1982.6912005891359,-0.05218213788397019,2249.279495054927,0.0752593654881355,7334.543164807576,7332.0,-0.00034673799723194954,0.8727087161424515,0.9205428650110118,0.05481112768071905
confirm2-0042-box-rho8.5-sp1.2x1x1-rot0,confirm2,box,1.2x1x1,1.2,8.5,9.166666666666668,12.077384792401464,11.0,4,289,52,0.01866179592527928,10626,3187.7856,3020.6105776001423,-0.05244236701485128,3201.2583296591947,0.0042263600347509644,12140.219519999999,12751.199999999999,0.05032697135282116,0.8013324191666675,0.8738229041910109,0.09046243892107686
confirm2-0043-box-rho8.5-sp1.2x1x1-rot1,confirm2,box,1.2x1x1,1.2,8.5,8.488554385497896,11.880596929196983,10.186265262597475,3,145,29,0.020392107040962403,10115,3187.7856,2962.0199455455536,-0.07082209495345193,3353.8011249056035,0.052078635685412156,12140.219519999999,12138.0,-0.0001828237122353249,0.8013324191666675,0.8623049939740729,0.07608899047265894
confirm2-0044-capsule-rho8.5-sp1.2x1x1-rot0,confirm2,capsule,1.2x1x1,1.2,8.5,8.207381501496753,13.860338182990786,9.848857801796104,3,145,29,0.021221695538356507,16061,4249.066895833266,4203.849848775053,-0.010641641604314134,4469.687911726674,0.05192222699759186,19447.652330929177,19273.2,-0.00897035425976489,0.8230672927423685,0.8269377426535964,0.004702470800816316
confirm2-0045-capsule-rho8.5-sp1.2x1x1-rot1,confirm2,capsule,1.2x1x1,1.2,8.5,8.459051693633013,13.904211194509202,10.150862032359615,3,145,29,0.020475286177257503,16214,4249.066895833266,4227.379686783568,-0.005103993319324984,4584.241109495453,0.07888183967893436,19447.652330929177,19456.8,0.0004703739513212124,0.8230672927423685,0.8275491775963667,0.005445344376478811
confirm2-0046-torus-rho8.5-sp1.2x1x1-rot0,confirm2,torus,1.2x1x1,1.2,8.5,8.374896350934076,19.60760808086338,10.04987562112089,3,145,29,0.020717400603154607,45470,10679.069875649102,10643.895066668441,-0.0032938082988732686,11654.444957469766,0.09133520926244332,54463.25636581042,54564.0,0.0018497541445725574,0.6506584872679025,0.6536134897984792,0.004541556881836106
confirm2-0047-torus-rho8.5-sp1.2x1x1-rot1,confirm2,torus,1.2x1x1,1.2,8.5,8.498365855987975,19.59682162908771,10.198039027185569,3,145,29,0.020364636598001355,45395,10679.069875649102,10633.848807296494,-0.004234551218334381,11703.069303569548,0.09588844720038914,54463.25636581042,54474.0,0.00019726389691832047,0.6506584872679025,0.6535113794822719,0.004384623070619709
confirm2-0048-sphere-rho9.5-sp1.2x1x1-offset0,confirm2,sphere,1.2x1x1,1.2,9.5,8.914719413544221,9.484934925543866,10.697663296253065,3,145,29,0.01928119118965406,5147,1633.1255250421182,1614.5968519370115,-0.011345529061294157,1766.8562630923386,0.08188638044021235,6205.876995160049,6176.4,-0.004749851662067761,0.9999999999999994,1.0082702798929324,0.008270279892933052
confirm2-0049-sphere-rho9.5-sp1.2x1x1-offset1,confirm2,sphere,1.2x1x1,1.2,9.5,9.130230616534892,9.504550952311915,10.95627673984187,4,289,52,0.018771711173015775,5179,1633.1255250421182,1615.2858077550554,-0.010923665703285512,1781.0229238872244,0.09056094989470687,6205.876995160049,6214.8,0.0014378314051197716,0.9999999999999994,1.0120132187996485,0.012013218799649117
confirm2-0050-ellipsoid-rho9.5-sp1.2x1x1-rot0,confirm2,ellipsoid,1.2x1x1,1.2,9.5,9.258629608220767,14.42154621037611,11.11035552986492,4,289,52,0.018390122843000553,18092,4176.622330465287,4149.136998783371,-0.0065807558134789446,4513.639200776101,0.08069124848864884,21720.569483060168,21710.399999999998,-0.0004681959682549808,0.9013768296955862,0.9070646312503426,0.006310126206236388
confirm2-0051-ellipsoid-rho9.5-sp1.2x1x1-rot1,confirm2,ellipsoid,1.2x1x1,1.2,9.5,9.553940431977676,14.421014775574053,11.46472851837321,4,289,52,0.017570140330111172,18090,4176.622330465287,4146.751203252564,-0.007151981876559854,4517.621925132218,0.08164482389982886,21720.569483060168,21708.0,-0.0005786903087403594,0.9013768296955862,0.9075196146266663,0.006814891096273978
confirm2-0052-cylinder-rho9.5-sp1.2x1x1-rot0,confirm2,cylinder,1.2x1x1,1.2,9.5,8.975274678557506,11.167159732240362,10.770329614269007,3,145,29,0.019136044717984864,8400,2613.000840067389,2455.7933949622206,-0.06016356470100259,2646.8001608485165,0.012935059286186767,10239.697042014082,10080.0,-0.015595875674723203,0.8727087161424516,0.9188952056559491,0.05292314452598923
confirm2-0053-cylinder-rho9.5-sp1.2x1x1-rot1,confirm2,cylinder,1.2x1x1,1.2,9.5,9.273618495495704,11.225789166801151,11.128342194594843,4,289,52,0.01834660762114406,8533,2613.000840067389,2475.196857064553,-0.052737825755648116,2818.544500451275,0.07866191898299757,10239.697042014082,10239.6,-9.477039572880486e-06,0.8727087161424516,0.92129003571078,0.05566727897833723
confirm2-0054-box-rho9.5-sp1.2x1x1-rot0,confirm2,box,1.2x1x1,1.2,9.5,10.0,13.176781011354212,12.0,4,289,52,0.0164665759760558,13800,3981.9744,3619.7587127420434,-0.09096384126878276,3818.9429542400367,-0.04094236410961438,16948.863360000003,16560.0,-0.022943329693585035,0.8013324191666676,0.8679833424211183,0.08317512390645976
confirm2-0055-box-rho9.5-sp1.2x1x1-rot1,confirm2,box,1.2x1x1,1.2,9.5,9.637888196533975,13.280360418822113,11.565465835840769,4,289,52,0.01735069201967898,14128,3981.9744,3702.3267910490963,-0.07022837940668425,4204.294315682075,0.05583157834517327,16948.863360000003,16953.6,0.00027946652819066387,0.8013324191666676,0.8620199751435377,0.07573330932995459
confirm2-0056-capsule-rho9.5-sp1.2x1x1-rot0,confirm2,capsule,1.2x1x1,1.2,9.5,9.316949906249125,15.555263868908828,11.180339887498949,4,289,52,0.018221988380669633,22703,5307.6579563868845,5288.823600204863,-0.003548524855366164,5689.248437805636,0.07189432411701868,27150.711853825214,27243.6,0.003421204816834278,0.8230672927423683,0.8278812356209214,0.005848784079991232
confirm2-0057-capsule-rho9.5-sp1.2x1x1-rot1,confirm2,capsule,1.2x1x1,1.2,9.5,9.5,15.53720026533623,11.399999999999999,4,289,52,0.017714226577089834,22624,5307.6579563868845,5276.507929263484,-0.0058688836732436744,5735.6346982274235,0.08063382104823469,27150.711853825214,27148.8,-7.041634250726236e-05,0.8230672927423683,0.8278874290455743,0.005856308889575557
confirm2-0058-torus-rho9.5-sp1.2x1x1-rot0,confirm2,torus,1.2x1x1,1.2,9.5,9.340770846134701,21.90030279132587,11.208925015361642,4,289,52,0.01815421797264956,63358,13339.59939484196,13284.851346842283,-0.004104174824084095,14552.18686780439,0.09090134096765334,76035.71655059917,76029.59999999999,-8.044312431920719e-05,0.6506584872679024,0.6533048701997269,0.004067238011351559
confirm2-0059-torus-rho9.5-sp1.2x1x1-rot1,confirm2,torus,1.2x1x1,1.2,9.5,9.529194905948538,21.90064844549963,11.435033887138244,4,289,52,0.017635937091492637,63361,13339.59939484196,13276.993764459867,-0.004693216679827805,14626.040598323885,0.09643776888677436,76035.71655059917,76033.2,-3.3096953817812746e-05,0.6506584872679024,0.6537121433812282,0.004693178023617239
confirm2-0060-sphere-rho11-sp1.2x1x1-offset0,confirm2,sphere,1.2x1x1,1.2,11.0,10.429658564774677,11.001642612005536,12.515590277729611,4,289,52,0.015534653095804117,8032,2189.564415845942,2171.260575931506,-0.008359580463571104,2385.518487235821,0.08949454511214805,9634.083429722145,9638.4,0.00044805199263042716,0.9999999999999993,1.0087312490699583,0.008731249069958924
confirm2-0061-sphere-rho11-sp1.2x1x1-offset1,confirm2,sphere,1.2x1x1,1.2,11.0,10.72510036213078,10.99753189698393,12.870120434556934,4,289,52,0.014957790101019126,8023,2189.564415845942,2170.66950566535,-0.008629529254243207,2389.5766578171842,0.09134795967807463,9634.083429722145,9627.6,-0.0006729679859468485,0.9999999999999993,1.008252044857066,0.008252044857066654
confirm2-0062-ellipsoid-rho11-sp1.2x1x1-rot0,confirm2,ellipsoid,1.2x1x1,1.2,11.0,10.833333333333334,16.69977113987894,13.0,4,289,52,0.014758178665430378,28092,5599.682016468693,5572.6429002668,-0.0048286877937659956,6061.014700694226,0.08238551454685306,33719.2920040275,33710.4,-0.00026370672392628247,0.9013768296955862,0.9055911736893557,0.004675451880866266
confirm2-0063-ellipsoid-rho11-sp1.2x1x1-rot1,confirm2,ellipsoid,1.2x1x1,1.2,11.0,11.022703842524301,16.705713696476117,13.22724461102916,4,289,52,0.014422967209584206,28122,5599.682016468693,5575.263753942032,-0.004360651632511758,6070.391910701178,0.0840601114220636,33719.2920040275,33746.4,0.0008039313509093926,0.9013768296955862,0.9058097826248679,0.004917979676467565
confirm2-0064-cylinder-rho11-sp1.2x1x1-rot0,confirm2,cylinder,1.2x1x1,1.2,11.0,10.833333333333334,12.959328206040647,13.0,4,289,52,0.014758178665430378,13128,3503.303065353508,3320.2511956713965,-0.052251222993646484,3547.5444360318243,0.012628473715519783,15896.23765904154,15753.599999999999,-0.008973045201070673,0.8727087161424514,0.9153061746413351,0.048810625711604105
confirm2-0065-cylinder-rho11-sp1.2x1x1-rot1,confirm2,cylinder,1.2x1x1,1.2,11.0,10.930334954713064,12.994441393739969,13.116401945655676,4,289,52,0.014584296310931565,13235,3503.303065353508,3337.9882432417044,-0.047188273189011753,3771.8144236652624,0.07664519834645245,15896.23765904154,15882.0,-0.0008956621904455675,0.8727087161424514,0.915382873986318,0.04889851224644004
confirm2-0066-box-rho11-sp1.2x1x1-rot0,confirm2,box,1.2x1x1,1.2,11.0,10.833333333333334,15.361704762483777,13.0,4,289,52,0.014758178665430378,21866,5338.713599999999,4986.481502507887,-0.06597696072179493,5224.182216081053,-0.02145299270576073,26311.633919999997,26239.2,-0.0027529236770407195,0.8013324191666678,0.8563611801877322,0.06867157711938154
confirm2-0067-box-rho11-sp1.2x1x1-rot1,confirm2,box,1.2x1x1,1.2,11.0,11.022703842524301,15.372937161888482,13.22724461102916,4,289,52,0.014422967209584206,21914,5338.713599999999,5003.700901220103,-0.0627515772301207,5637.677223556607,0.055999187436577946,26311.633919999997,26296.8,-0.0005637779867680992,0.8013324191666678,0.854662636941999,0.06655192838796054
confirm2-0068-capsule-rho11-sp1.2x1x1-rot0,confirm2,capsule,1.2x1x1,1.2,11.0,10.833333333333334,17.987746109577074,13.0,4,289,52,0.014758178665430378,35106,7116.084351499312,7084.3905503749265,-0.004453825946808543,7558.7409926814,0.06220508629704802,42149.115005034386,42127.2,-0.000519939861887253,0.8230672927423685,0.8264628928938771,0.004125543781717811
confirm2-0069-capsule-rho11-sp1.2x1x1-rot1,confirm2,capsule,1.2x1x1,1.2,11.0,10.960788698304922,17.991673527901064,13.152946437965905,4,289,52,0.014530655694119338,35129,7116.084351499312,7088.6173483726,-0.003859847884029821,7693.26393988131,0.08110915496109738,42149.115005034386,42154.799999999996,0.00013487815734514186,0.8230672927423685,0.8263308115129685,0.00396506919832329
confirm2-0070-torus-rho11-sp1.2x1x1-rot0,confirm2,torus,1.2x1x1,1.2,11.0,10.821788720498617,25.378100917406773,12.98614646459834,4,289,52,0.014779185144695754,98589,17884.67065679642,17840.18092856745,-0.0024875900195603373,19507.06331820802,0.09071414802905897,118038.82633485638,118306.79999999999,0.002270216279374182,0.6506584872679024,0.6532679348296488,0.004010471872430976
